# ExxonMobil corporate turnaround plan (AMR Turnaround Schedule 2026 FP, Query1 sheet).
# Vendored from the operator's own plan to VERIFY the IIR Exxon outage records (per-unit, by site/date).
# bucket = focus unit class derived from platform/subunit (CDU/FCC/Hydrocracker/Reformer/Coker/Hydrotreater/Other).
site,unit,platform,subunit,bucket,year,start,end,event,region
Strathcona Refinery,GT,Utilities,Cogeneration,Other,2034,2034-08-03,2034-09-07,3Q34 Strathcona Shutdown,North America
Strathcona Refinery,UP,Utilities,Utilities Plant,Other,2034,2034-08-03,2034-10-02,3Q34 Strathcona Shutdown,North America
Strathcona Refinery,COB,Utilities,,Other,2034,2034-04-03,2034-05-08,2Q34 Strathcona Shutdown,North America
Strathcona Refinery,HTIP,Hydroprocessing,HAGO Treater,Hydrotreater,2034,2034-04-03,2034-04-29,2Q34 Strathcona Shutdown,North America
Strathcona Refinery,RHIE,Hydroprocessing,HYDT,Hydrotreater,2034,2034-04-03,2034-05-01,2Q34 Strathcona Shutdown,North America
Strathcona Refinery,S2,Gas Processing,SRU/TRU,Other,2034,2034-04-03,2034-04-28,2Q34 Strathcona Shutdown,North America
Strathcona Refinery,VP,Distillation,Vacuum Pipestill,CDU,2034,2034-04-03,2034-04-28,2Q34 Strathcona Shutdown,North America
Baton Rouge Refinery,HULA,Hydroprocessing,DHYT,Hydrotreater,2029,2029-05-01,2029-05-24,HULA: 23 days - Q2,North America
Baton Rouge Chemical Plant,OXO-HP,Oxo,High Pressure OXO,Other,2029,2029-09-01,2029-09-15,29Q3 OXO,North America
Baton Rouge Chemical Plant,OXO-HP,Oxo,High Pressure OXO,Other,2029,2029-09-01,2029-09-15,29Q3 OXO,North America
Baton Rouge Refinery,HHLA,Hydroprocessing,East Train Hydrofiner,Hydrotreater,2030,2030-01-04,2030-02-01,30Q1 HHLA-E,North America
Baytown Refinery,HU9,Hydroprocessing,Hydrofining Unit 9,Hydrotreater,2029,2029-03-15,2029-04-14,2029 HU9 Cat Change - 1Q,North America
Baytown Refinery,HU9,Hydroprocessing,Hydrofining Unit 9,Hydrotreater,2029,2029-03-15,2029-04-14,2029 HU9 Cat Change - 1Q,North America
Baytown Refinery,HU 6B,Hydroprocessing,HYDT,Hydrotreater,2030,2030-04-02,2030-05-02,2030 HU-6B Cat C/O,North America
Baytown Refinery,HU 5A,Hydroprocessing,HYDT,Hydrotreater,2029,2029-08-06,2029-09-05,2029 HU5A Cat C/O,North America
Baytown Refinery,HU 6A,Hydroprocessing,DHYT,Hydrotreater,2029,2029-08-06,2029-09-06,2029 HU-6A Cat C/O,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery South,Other,2029,2029-01-08,2029-01-29,S-BRU: 21 days - 1Q,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery South,Other,2029,2029-01-08,2029-01-29,S-BRU: 21 days - 1Q,North America
Beaumont Complex,CUB,Distillation,VAC,CDU,2029,2029-01-29,2029-03-16,CUB: 46 days - 2/1,North America
Beaumont Complex,CUB,Distillation,VAC,CDU,2029,2029-01-29,2029-03-16,CUB: 46 days - 2/1,North America
Beaumont Complex,CKRGP,Distillation,Coker Gas Plant,Other,2029,2029-01-29,2029-03-18,Coker: 48 days - 2/1,North America
Beaumont Complex,CKRGP,Distillation,Coker Gas Plant,Other,2029,2029-01-29,2029-03-18,Coker: 48 days - 2/1,North America
Beaumont Complex,ISOM,Miscellaneous,OTHER,Other,2029,2029-01-29,2029-02-28,ISOM: 30 days - 2/1,North America
Beaumont Complex,ISOM,Miscellaneous,OTHER,Other,2029,2029-01-29,2029-02-28,ISOM: 30 days - 2/1,North America
Beaumont Complex,CHD-1,Hydroprocessing,HYDT,Hydrotreater,2029,2029-01-29,2029-03-10,CHD1: 40 days - 1Q,North America
Beaumont Complex,CHD-1,Hydroprocessing,HYDT,Hydrotreater,2029,2029-01-29,2029-03-10,CHD1: 40 days - 1Q,North America
Beaumont Complex,SULFUR PLANT 1,Gas Processing,SRU/TRU,Other,2029,2029-02-19,2029-03-26,SRU1: 35 days - 1Q,North America
Beaumont Complex,SULFUR PLANT 1,Gas Processing,SRU/TRU,Other,2029,2029-02-19,2029-03-26,SRU1: 35 days - 1Q,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery North,Other,2029,2029-01-29,2029-03-16,N-BRU: 46 days - 2/1,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery North,Other,2029,2029-01-29,2029-03-16,N-BRU: 46 days - 2/1,North America
Beaumont Complex,DEA3,Gas Processing,DEA Regeneration 3,Other,2029,2029-01-29,2029-03-16,DEA3: 46 days - 2/1,North America
Beaumont Complex,DEA3,Gas Processing,DEA Regeneration 3,Other,2029,2029-01-29,2029-03-16,DEA3: 46 days - 2/1,North America
Beaumont Complex,PtR-3,Reforming,HYDT,Reformer,2029,2029-03-26,2029-04-20,PTR3 Pretreater: 25 days - 2Q,North America
Beaumont Complex,PtR-3,Reforming,HYDT,Reformer,2029,2029-03-26,2029-04-20,PTR3 Pretreater: 25 days - 2Q,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2029,2029-08-06,2029-08-18,GTG 43: 12 days - 3Q,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2029,2029-08-06,2029-08-18,GTG 43: 12 days - 3Q,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2029,2029-08-06,2029-08-31,CHD-2: 25 days - 3Q,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2029,2029-08-06,2029-08-31,CHD-2: 25 days - 3Q,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2029,2029-10-08,2029-10-20,GTG 24: 12 days - 4Q,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2029,2029-10-08,2029-10-20,GTG 24: 12 days - 4Q,North America
Joliet Refinery,CHD,Hydroprocessing,DHYT,Hydrotreater,2029,2029-03-26,2029-04-09,2Q29 Joliet Shutdown,North America
Joliet Refinery,COKER,Coking,DC,Coker,2029,2029-03-26,2029-04-20,2Q29 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Atmospheric Distillation,CDU,2029,2029-03-26,2029-04-15,2Q29 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Vacuum Distillation,CDU,2029,2029-03-26,2029-04-15,2Q29 Joliet Shutdown,North America
Joliet Refinery,FCC,Cracking,Fluid Catalytic Cracking,FCC,2029,2029-03-26,2029-04-09,2Q29 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2029,2029-03-26,2029-04-05,2Q29 Joliet Shutdown,North America
Joliet Refinery,HDF,Hydroprocessing,HYDT,Hydrotreater,2029,2029-03-26,2029-04-07,2Q29 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2029,2029-10-01,2029-10-12,4Q29 Joliet Shutdown,North America
Nanticoke Refinery,UT,Utilities,Utilities,Other,2029,2029-09-17,2029-11-01,Boiler #1: 45 days - 3Q,North America
Sarnia Refinery,DHIS3,Hydroprocessing,DHYT,Hydrotreater,2029,2029-04-01,2029-05-01,2029 DHIS#3 Major,North America
Sarnia Refinery,DHIS3,Hydroprocessing,DHYT,Hydrotreater,2029,2029-04-01,2029-05-01,2029 DHIS#3 Major,North America
Strathcona Refinery,AL,Offsites,Alkylation,Other,2029,2029-03-26,2029-05-15,2Q29 Strathcona Shutdown,North America
Strathcona Refinery,CHIP,Hydroprocessing,CHIP SCANFiner,Hydrotreater,2029,2029-03-26,2029-05-15,2Q29 Strathcona Shutdown,North America
Strathcona Refinery,COB,Utilities,,Other,2029,2029-03-26,2029-05-15,2Q29 Strathcona Shutdown,North America
Strathcona Refinery,COF,Offsites,CO Furnace,Other,2029,2029-03-26,2029-05-15,2Q29 Strathcona Shutdown,North America
Strathcona Refinery,FCC,Cracking,Fluid Catalytic Cracker,FCC,2029,2029-03-26,2029-05-15,2Q29 Strathcona Shutdown,North America
Strathcona Refinery,AF,Distillation,Atmospheric pre_Flash,CDU,2029,2029-03-26,2029-05-15,2Q29 Strathcona Slowdown,North America
Strathcona Refinery,AP,Distillation,Atmospheric Pipestill,CDU,2029,2029-03-26,2029-05-15,2Q29 Strathcona Slowdown,North America
Strathcona Refinery,NHIE,Hydroprocessing,HYDT,Hydrotreater,2029,2029-03-26,2029-05-15,2Q29 Strathcona Slowdown,North America
Strathcona Refinery,RHIP,Hydroprocessing,Refined Oil Hydrotreater,Hydrotreater,2029,2029-03-26,2029-05-15,2Q29 Strathcona Slowdown,North America
Strathcona Refinery,GT,Utilities,Cogeneration,Other,2029,2029-09-02,2029-09-14,3Q29 Strathcona Shutdown,North America
Baton Rouge Chemical Plant,OLA-2X,Olefin Recovery,Refinery Gas Recovery,Other,2034,2034-09-18,2034-10-15,RGR Turnaround with PCLA,North America
Baytown Refinery,HU 5A,Hydroprocessing,HYDT,Hydrotreater,2026,2026-11-02,2026-11-24,2026 HU-5A Cat C/O,North America
Baytown Refinery,HU 5A,Hydroprocessing,HYDT,Hydrotreater,2026,2026-11-02,2026-11-24,2026 HU-5A Cat C/O,North America
Baytown Refinery,HU 6B,Hydroprocessing,HYDT,Hydrotreater,2029,2029-04-15,2029-05-15,2027 HU-6B Cat C/O,North America
Baytown Refinery,HU 6B,Hydroprocessing,HYDT,Hydrotreater,2029,2029-04-15,2029-05-15,2027 HU-6B Cat C/O,North America
Baytown Refinery,HU10,Hydroprocessing,Hydrofiner 10,Hydrotreater,2026,2026-05-04,2026-06-06,2026 HU-10 R901B C/O,North America
Baytown Refinery,HU10,Hydroprocessing,Hydrofiner 10,Hydrotreater,2026,2026-05-04,2026-06-06,2026 HU-10 R901B C/O,North America
Baytown Refinery,LHU 1,Hydroprocessing,DHYT,Hydrotreater,2026,2026-09-07,2026-09-27,2026 LHU1 Cat C/O,North America
Baytown Refinery,LHU 1,Hydroprocessing,DHYT,Hydrotreater,2026,2026-09-07,2026-09-27,2026 LHU1 Cat C/O,North America
Baton Rouge Refinery,HULA,Hydroprocessing,DHYT,Hydrotreater,2028,2028-04-24,2028-05-17,HULA R-901: 23 days - 2Q,North America
Beaumont Complex,GP5-East,Hydrocracking,HYC,Hydrocracker,2026,2026-02-02,2026-03-02,Treater 3/GP5E/S-BRU: 38 days - 2/1,North America
Beaumont Complex,GP5-East,Hydrocracking,HYC,Hydrocracker,2026,2026-02-02,2026-03-02,Treater 3/GP5E/S-BRU: 38 days - 2/1,North America
Beaumont Complex,CUA,Distillation,CDU,CDU,2026,2026-02-16,2026-03-26,CUA: 38 days - 2/14,North America
Beaumont Complex,CUA,Distillation,CDU,CDU,2026,2026-02-16,2026-03-26,CUA: 38 days - 2/14,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2026,2026-08-17,2026-10-01,GTG24: 45 days - 3Q,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2026,2026-08-17,2026-10-01,GTG24: 45 days - 3Q,North America
Beaumont Complex,GTG 42 SCR,Miscellaneous,OTHER,Other,2026,2026-05-11,2026-05-23,GTG42: 12 days - 5/15,North America
Beaumont Complex,GTG 42 SCR,Miscellaneous,OTHER,Other,2026,2026-05-11,2026-05-23,GTG42: 12 days - 5/15,North America
Beaumont Complex,CHD-1,Hydroprocessing,HYDT,Hydrotreater,2026,2026-07-29,2026-08-23,CHD1: 25 days - 3Q,North America
Beaumont Complex,CHD-1,Hydroprocessing,HYDT,Hydrotreater,2026,2026-07-29,2026-08-23,CHD1: 25 days - 3Q,North America
Beaumont Complex,COKER,Coking,Coker,Coker,2026,2026-05-04,2026-06-03,Coker: 30 days - 2Q,North America
Beaumont Complex,COKER,Coking,Coker,Coker,2026,2026-05-04,2026-06-03,Coker: 30 days - 2Q,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2026,2026-10-26,2026-11-16,GTG 43: 21 days - 4Q,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2026,2026-10-26,2026-11-16,GTG 43: 21 days - 4Q,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2026,2026-09-28,2026-10-28,CHD2: 30 days - 10/3,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2026,2026-09-28,2026-10-28,CHD2: 30 days - 10/3,North America
Beaumont Complex,PtR-3,Reforming,HYDT,Reformer,2026,2026-09-28,2026-10-23,PTR3 Pretreater: 25 days - 4Q,North America
Beaumont Complex,CUB,Distillation,VAC,CDU,2026,2026-08-24,2026-09-18,CUB Vacuum: 25 days - 3Q,North America
Beaumont Complex,CUB,Distillation,VAC,CDU,2026,2026-08-24,2026-09-18,CUB Vacuum: 25 days - 3Q,North America
Beaumont Complex,ALKY FD HDT,Hydroprocessing,HYDT,Hydrotreater,2026,2026-05-04,2026-05-18,Alky R6: 14 days - 5/1,North America
Beaumont Complex,ALKY FD HDT,Hydroprocessing,HYDT,Hydrotreater,2026,2026-05-04,2026-05-18,Alky R6: 14 days - 5/1,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery North,Other,2026,2026-08-24,2026-09-14,N-BRU: 21 days - 3Q,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery North,Other,2026,2026-08-24,2026-09-14,N-BRU: 21 days - 3Q,North America
Baytown Refinery,HU 4,Hydroprocessing,HYDT,Hydrotreater,2028,2028-07-31,2028-08-20,2028 HU4 Cat C/O,North America
Baytown Refinery,LHU 1,Hydroprocessing,DHYT,Hydrotreater,2028,2028-07-03,2028-07-23,2028 LHU1 Cat C/O,North America
Sarnia Refinery,PFIS2,Reforming,Powerformer 2,Reformer,2026,2026-01-12,2026-03-07,2026 PFIS2 TA,North America
Sarnia Chemical Plant,HOIS,Oxo,Higher Olefins,Other,2026,2026-03-02,2026-04-03,2026 HOIS TA,North America
Sarnia Chemical Plant,HOIS,Oxo,Higher Olefins,Other,2026,2026-03-02,2026-04-03,2026 HOIS TA,North America
Beaumont Complex,SULFUR PLANT 2,Gas Processing,SRU/TRU,Other,2028,2028-02-14,2028-03-20,SRU2/TGU: 35 days - 1Q,North America
Beaumont Complex,SULFUR PLANT 2,Gas Processing,SRU/TRU,Other,2028,2028-02-14,2028-03-20,SRU2/TGU: 35 days - 1Q,North America
Beaumont Complex,ALKY2,Alkylation,Alkylation 2,Other,2028,2028-05-01,2028-05-15,Alky D Rx: 14 days = 5/1,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2028,2028-01-24,2028-03-09,GTG 24: 45 days - 1Q,North America
Beaumont Complex,GTG 24 SCR,Miscellaneous,OTHER,Other,2028,2028-01-24,2028-03-09,GTG 24: 45 days - 1Q,North America
Beaumont Complex,SAM,Reforming,Hydrogen Plant,Reformer,2028,2028-02-07,2028-02-28,SAM: 21 days - 1Q,North America
Beaumont Complex,SAM,Reforming,Hydrogen Plant,Reformer,2028,2028-02-07,2028-02-28,SAM: 21 days - 1Q,North America
Beaumont Complex,DEA_N,Gas Processing,N DEA Regeneration,Other,2028,2028-02-07,2028-03-15,North DEA: 37 days - Feb,North America
Beaumont Complex,DEA_N,Gas Processing,N DEA Regeneration,Other,2028,2028-02-07,2028-03-15,North DEA: 37 days - Feb,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2028,2028-01-17,2028-01-29,GTG43: 12 days - 1Q,North America
Beaumont Complex,GTG 43 SCR,Miscellaneous,OTHER,Other,2028,2028-01-17,2028-01-29,GTG43: 12 days - 1Q,North America
Beaumont Complex,PP3,Utilities,Power Plant 3,Other,2028,2028-05-29,2028-07-10,STG 32: 42 days - 6/1,North America
Beaumont Complex,GTG 41 SCR,Miscellaneous,OTHER,Other,2028,2028-07-31,2028-08-21,GTG41: 21 days - 3Q,North America
Beaumont Complex,GTG 41 SCR,Miscellaneous,OTHER,Other,2028,2028-07-31,2028-08-21,GTG41: 21 days - 3Q,North America
Beaumont Complex,GTG 42 SCR,Miscellaneous,OTHER,Other,2028,2028-09-25,2028-10-05,GTG42: 10 days - 4Q,North America
Beaumont Complex,GTG 42 SCR,Miscellaneous,OTHER,Other,2028,2028-09-25,2028-10-05,GTG42: 10 days - 4Q,North America
Beaumont Complex,CKRGP,Distillation,Coker Gas Plant,Other,2028,2028-07-01,2028-07-31,Coker: 30 days - 2Q,North America
Beaumont Complex,CKRGP,Distillation,Coker Gas Plant,Other,2028,2028-07-01,2028-07-31,Coker: 30 days - 2Q,North America
Beaumont Complex,COKER,Coking,Coker,Coker,2028,2028-07-01,2028-07-31,Coker: 30 days - 2Q,North America
Joliet Refinery,CHD,Hydroprocessing,DHYT,Hydrotreater,2028,2028-03-27,2028-04-10,2Q28 Joliet Shutdown,North America
Joliet Refinery,COKER,Coking,DC,Coker,2028,2028-03-27,2028-04-21,2Q28 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Atmospheric Distillation,CDU,2028,2028-03-27,2028-04-16,2Q28 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Vacuum Distillation,CDU,2028,2028-03-27,2028-04-16,2Q28 Joliet Shutdown,North America
Joliet Refinery,FCC,Cracking,Fluid Catalytic Cracking,FCC,2028,2028-03-27,2028-04-16,2Q28 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2028,2028-03-27,2028-04-02,2Q28 Joliet Shutdown,North America
Joliet Refinery,HDF,Hydroprocessing,HYDT,Hydrotreater,2028,2028-03-27,2028-04-09,2Q28 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2028,2028-09-25,2028-10-16,3Q28 Joliet Shutdown,North America
Nanticoke Refinery,NP-ALKY,Asphalt,ASA,Other,2028,2028-09-18,2028-10-31,ALKY: 43 days - 9/15 (Moved from 26),North America
Nanticoke Refinery,NP-VSU,Distillation,VAC,CDU,2029,2029-04-01,2029-04-22,VSU: 34 days - 2Q29,North America
Nanticoke Refinery,DHIN2,Hydroprocessing,Distillate Hydroprocessing 2,Hydrotreater,2029,2029-04-01,2029-04-25,DHIN #2: 24 days - 2Q29,North America
Nanticoke Refinery,SRU_LRF,Miscellaneous,C3/C4 Liquid Recovery,Other,2028,2028-09-18,2028-10-12,SRU-LRF: 24 days - 9/15,North America
Sarnia Refinery,COGEN,Utilities,COGEN,Other,2028,2028-05-15,2028-05-31,2028 Cogen (Hot Gas Path),North America
Sarnia Refinery,COGEN,Utilities,COGEN,Other,2028,2028-05-15,2028-05-31,2028 Cogen (Hot Gas Path),North America
Sarnia Refinery,ALIS,Alkylation,Alkylation,Other,2028,2028-09-18,2028-10-02,2028 ALIS (Water Wash) Major,North America
Sarnia Refinery,ALIS,Alkylation,Alkylation,Other,2028,2028-09-18,2028-10-02,2028 ALIS (Water Wash) Major,North America
Strathcona Refinery,HTIP,Hydroprocessing,HAGO Treater,Hydrotreater,2028,2028-04-03,2028-05-01,2Q28 Strathcona Shutdown,North America
Strathcona Refinery,RHIE,Hydroprocessing,HYDT,Hydrotreater,2028,2028-04-03,2028-05-01,2Q28 Strathcona Shutdown,North America
Strathcona Refinery,S2,Gas Processing,SRU/TRU,Other,2028,2028-04-03,2028-04-28,2Q28 Strathcona Shutdown,North America
Strathcona Refinery,VP,Distillation,Vacuum Pipestill,CDU,2028,2028-04-03,2028-04-28,2Q28 Strathcona Shutdown,North America
Strathcona Refinery,GT,Utilities,Cogeneration,Other,2028,2028-07-03,2028-08-07,3Q28 Strathcona Shutdown,North America
Strathcona Refinery,UP,Utilities,Utilities Plant,Other,2028,2028-07-03,2028-09-01,3Q28 Strathcona Shutdown,North America
Baton Rouge Chemical Plant,IPA,Fluids,Isopropyl Alcohol Unit,Other,2027,2027-10-01,2027-10-31,IPA Turnaround,North America
Baton Rouge Chemical Plant,IPA,Fluids,Isopropyl Alcohol Unit,Other,2027,2027-10-01,2027-10-31,IPA Turnaround,North America
Baton Rouge Chemical Plant,OXO-HP,Oxo,High Pressure OXO,Other,2027,2027-09-01,2027-09-15,27Q3 OXO,North America
Baton Rouge Chemical Plant,OXO-HP,Oxo,High Pressure OXO,Other,2027,2027-09-01,2027-09-15,27Q3 OXO,North America
Nanticoke Refinery,UT,Utilities,Utilities,Other,2027,2027-02-01,2027-03-18,"Boiler #2"" 45 days - 1Q",North America
Nanticoke Refinery,FCCU,Cracking,Catalytic Cracking,FCC,2027,2027-04-12,2027-05-17,FCIN: 32 days - 4/1,North America
Strathcona Refinery,GT,Utilities,Cogeneration,Other,2027,2027-10-28,2027-11-09,3Q27 Strathcona Shutdown,North America
Strathcona Refinery,BU,Reforming,Butamer,Reformer,2027,2027-06-28,2027-07-12,2Q27 Strathcona Shutdown,North America
Strathcona Refinery,GT,Utilities,Cogeneration,Other,2027,2027-06-28,2027-08-27,2Q27 Strathcona Shutdown,North America
Baton Rouge Refinery,HULA,Hydroprocessing,DHYT,Hydrotreater,2027,2027-05-04,2027-05-27,HULA R-801: 23 days - 2Q (+AP SMR --> HULA s/d for ~5 days),North America
Baton Rouge Refinery,HHLA-N,Hydroprocessing,DHYT,Hydrotreater,2027,2027-04-06,2027-04-29,27Q2 HHLA-N,North America
Baton Rouge Refinery,HHLA-N,Hydroprocessing,DHYT,Hydrotreater,2027,2027-09-14,2027-09-22,27Q3 HHLA-S (w/ HHLA-N s/d overlap),North America
Baton Rouge Refinery,HHLA-S,Hydroprocessing,HYDT,Hydrotreater,2027,2027-09-14,2027-10-07,27Q3 HHLA-S (w/ HHLA-N s/d overlap),North America
Baytown Refinery,HU 6A,Hydroprocessing,DHYT,Hydrotreater,2027,2027-07-12,2027-08-12,2027 HU-6A Cat C/O,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2027,2027-05-15,2027-06-17,2027 HU-10 R901A C/O,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2027,2027-05-15,2027-06-17,2027 HU-10 R901A C/O,North America
Beaumont Complex,H2S,Gas Processing,H2S,Other,2027,2027-01-04,2027-01-25,H2S Regen: 21 days - 1/1,North America
Beaumont Complex,DUA,Hydrocracking,Dualayers,Hydrocracker,2027,2027-01-04,2027-02-19,Dualayer: 46 days - 1/1,North America
Beaumont Complex,DUA,Hydrocracking,Dualayers,Hydrocracker,2027,2027-01-04,2027-02-19,Dualayer: 46 days - 1/1,North America
Beaumont Complex,GTG 42 SCR,Miscellaneous,OTHER,Other,2027,2027-04-26,2027-05-17,GTG 42: 21 days - 2Q,North America
Beaumont Complex,GTG 41 SCR,Miscellaneous,OTHER,Other,2027,2027-06-28,2027-07-10,GTG41: 12 days - 3Q,North America
Beaumont Complex,BRU,Environmental,Benzene Recovery South,Other,2027,2027-07-12,2027-08-02,S-BRU: 21 days - 3Q,North America
Beaumont Complex,PP3,Utilities,Power Plant 3,Other,2027,2027-08-30,2027-11-08,STG 33: 70 days - 9/1,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2027,2027-09-27,2027-11-01,CHD2/4: 35 days - 10/1,North America
Beaumont Complex,CHD-2,Hydroprocessing,DHYT,Hydrotreater,2027,2027-09-27,2027-11-01,CHD2/4: 35 days - 10/1,North America
Beaumont Complex,COKER,Coking,Coker,Coker,2027,2027-05-03,2027-06-02,Coker: 30 days - 2Q,North America
Beaumont Complex,COKER,Coking,Coker,Coker,2027,2027-05-03,2027-06-02,Coker: 30 days - 2Q,North America
Beaumont Complex,Olefins RGR,Olefins,Olefins,Other,2027,2027-01-07,2027-02-14,Olefins RGR: 38 days - 1/7,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2029,2029-05-15,2029-06-17,2029 HU-10 R901A C/O,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2029,2029-05-15,2029-06-17,2029 HU-10 R901A C/O,North America
Baytown Refinery,GF-1A,Hydroprocessing,,Hydrotreater,2027,2027-01-06,2027-02-18,2027 Gofiner 1A,North America
Baytown Refinery,APS 8,Distillation,CDU,CDU,2026,2026-04-06,2026-05-04,2026 APS8 F-802 Revamp,North America
Baytown Refinery,APS 8,Distillation,CDU,CDU,2026,2026-10-01,2026-10-29,2026 APS8 F-801 Revamp,North America
Baytown Refinery,APS 8,Distillation,CDU,CDU,2031,2031-01-27,2031-03-13,2031 Fuels North Event,North America
Baytown Refinery,FS_SOUTH,Utilities,Flare Stack 20,Other,2031,2031-01-27,2031-02-26,2031 Fuels North Event,North America
Baytown Refinery,FS_SOUTH,Utilities,Flare Stack 21,Other,2031,2031-01-27,2031-02-26,2031 Fuels North Event,North America
Baytown Refinery,FS_SOUTH,Utilities,Flare Stack 22,Other,2031,2031-01-27,2031-02-26,2031 Fuels North Event,North America
Baytown Refinery,GF 1 (Commons),Hydroprocessing,VHYT,Hydrotreater,2031,2031-01-27,2031-03-10,2031 Fuels North Event,North America
Baytown Refinery,GF-1A,Hydroprocessing,,Hydrotreater,2031,2031-01-27,2031-03-06,2031 Fuels North Event,North America
Baytown Refinery,HCU 1,Hydrocracking,HYC,Hydrocracker,2031,2031-01-27,2031-02-22,2031 Fuels North Event,North America
Baytown Refinery,LXU 2,Lubes,LUBES,Other,2031,2031-01-27,2031-02-25,2031 Fuels North Event,North America
Baytown Refinery,RHC,Lubes,LUBES,Other,2031,2031-01-27,2031-03-09,2031 Fuels North Event,North America
Baytown Refinery,SCU2,Gas Processing,Sour Water Stripper A,Other,2031,2031-01-27,2031-02-25,2031 Fuels North Event,North America
Baytown Refinery,SCU2,Gas Processing,Waste Water Stripping Unit,Other,2031,2031-01-27,2031-02-25,2031 Fuels North Event,North America
Baytown Refinery,VPS 8,Distillation,VAC,CDU,2031,2031-01-27,2031-03-09,2031 Fuels North Event,North America
Baytown Refinery,FXK,Coking,COK-OTH,Coker,2031,2031-09-15,2031-10-30,2031 FXK TA,North America
Baytown Refinery,VPS 7 South,Distillation,VAC,CDU,2031,2031-05-01,2031-06-04,2031 VPS7 South Squat,North America
Baytown Refinery,ALKY,Alkylation,Alkylation,Other,2033,2033-01-31,2033-03-11,2033 Fuels South Event,North America
Baytown Refinery,CLEU2,Distillation,Catalytic Light Ends 2,Other,2033,2033-01-31,2033-03-11,2033 Fuels South Event,North America
Baytown Refinery,CLEU3,Distillation,Catalytic Light Ends 3,Other,2033,2033-01-31,2033-03-11,2033 Fuels South Event,North America
Baytown Refinery,FCCU 3,Cracking,FCC,FCC,2033,2033-01-31,2033-03-12,2033 Fuels South Event,North America
Baytown Refinery,LEFU,Light Ends,LIGHT ENDS,Other,2033,2033-01-31,2033-03-11,2033 Fuels South Event,North America
Baytown Refinery,ALKY,Alkylation,Alkylation,Other,2027,2027-10-01,2027-11-30,"2027 Alky R-6, 9, 10 Reactor Replacement Capital",North America
Baytown Refinery,HDU 1,Hydroprocessing,HYDT,Hydrotreater,2034,2034-01-30,2034-03-11,2034 HF3 / HDU TA,North America
Baytown Refinery,HF 3,Reforming,REF-OTH,Reformer,2034,2034-01-30,2034-03-11,2034 HF3 / HDU TA,North America
Baytown Refinery,CLAUS C,Gas Processing,SRU/TRU,Other,2034,2034-06-01,2034-07-11,2034 Claus C / Tail Gas A / Flex A,North America
Baytown Refinery,SCU2,Gas Processing,Tail gas cleanup A,Other,2034,2034-06-01,2034-07-11,2034 Claus C / Tail Gas A / Flex A,North America
Baytown Refinery,APS 7 North,Distillation,CDU,CDU,2034,2034-09-01,2034-10-05,2034 PS7 TA,North America
Baytown Refinery,APS 7 South,Distillation,CDU,CDU,2034,2034-09-01,2034-10-05,2034 PS7 TA,North America
Baytown Refinery,BS4,Reforming,Booster Station 4,Reformer,2034,2034-09-01,2034-10-05,2034 PS7 TA,North America
